Category,Question,Answer
---Zwischennachweis,Können Aufträge (Pos. 0835) sowohl auf Rechnungsbasis als auch im Rahmen eines Honorarvertrages vergeben werden?,"Honorare für Projektleiter und sonstige ständige Bedienstete, sowie hauptberufliche Mitarbeitende des Antragstellers sind nicht zuwendungsfähig. Bei Verträgen mit Honorarvergütung an Externe im Rahmen …"
---Zwischennachweis,Können Aufträge (Pos. 0835) sowohl auf Rechnungsbasis als auch im Rahmen eines Honorarvertrages vergeben werden?,"Wenn es sich nicht um Lizenzen handelt, sondern die Software angeschafft werden soll, ist entscheidend, ob der Betrag für die Anschaffung unter 800 € liegt. Dann ist sie in der Position 0831 zu planen …"
---Zwischennachweis,Können in einem Projekt Mitarbeitende auch in anderen Projekten mitarbeiten und abgerechnet werden?,Eine in einem Projekt mitarbeitende Person an einer Hochschule kann auch in einem anderen Förderprojekt mitarbeiten. Das muss eindeutig und nachvollziehbar im Arbeitsvertrag ersichtlich sein. Die …
---Zwischennachweis,Muss die Mitarbeit am Projekt arbeitsvertraglich geregelt sein?,Bei einer Ausgabenförderung muss die Mitarbeit im Projekt direkt im Arbeitsvertrag ausgewiesen werden oder wurde durch einen entsprechenden Zusatz zum Arbeitsvertrag ergänzt. Auch eine ggf. anteilige …
---Zwischennachweis,Muss für jede Ausgabe/Kosten eine Rechnung und ein Zahlungsbeleg vorhanden sein?,"Alle Ausgaben sind in den Beleglisten zu erfassen. Zu allen Ausgaben muss eine Rechnung existieren und ein Zahlungsbeleg verfügbar sein. Ausgaben für eine Reise (Flug, Übernachtung, Tagegeld) können …"
---Zwischennachweis,Sind Abweichungen der Entgeltgruppen erlaubt?,Abweichungen der Entgeltgruppen sind nicht erlaubt. Es sind die gültigen tariflich abgestimmten Sätze anzuwenden.
---Zwischennachweis,Soll das Ersatzpersonal für nicht förderfähiges haushaltsfinanziertes Personal in der Belegliste namentlich aufgeführt werden?,"In der Belegliste soll kenntlich gemacht werden, wenn es sich bei dem abgerechneten Personal um Ersatzpersonal für nicht förderfähiges haushaltsfinanziertes Personal handelt. Der Ansatz darf die …"
---Zwischennachweis,Sollte die Projektleitung einen profi-Online Zugang erhalten?,"Ob die Projektleitenden einen Zugang zu profi-Online erhalten sollen, ist eine interne Angelegenheit des Zuwendungsempfängers. Sofern die Projektleitenden selbst Zahlungsanforderungen …"
---Zwischennachweis,Wann können erhöhte Personalkosten angesetzt werden?,"Die Position Personalkosten bzw. Personalausgaben kann eigenverantwortlich bis zu 20% der bewilligten Höhe überschritten werden, sofern in anderen Position der entsprechende Betrag eingespart wird …"
---Zwischennachweis,Wann sind die Jahressonderzahlungen anteilig abrechenbar?,Die Jahressonderzahlung kann nur entsprechend dem Verursachungsanteil im Bewilligungszeitraum des geförderten Vorhabens (x/12; sog. Zwölftel-Regelung) und sofern die Auszahlung spätestens bis zur …
---Zwischennachweis,Wann werden Brutto- oder Nettoausgaben im Projekt anerkannt?,"Ob Brutto- und Nettoausgaben beantragt bzw. abgerechnet werden können, hängt davon ab, ob der/die Zuwendungsempfänger:in vorsteuerabzugsberechtigt ist oder nicht. Wenn eine Vorsteuerabzugsberechtigung …"
---Zwischennachweis,Was passiert bei fehlerhafter Abrechnung seitens des Ast?,Im Falle einer fehlerhaften Abrechnung (z.B. Abrechnung in einer falschen Position) kontaktieren Sie bitte umgehend Ihre/n zuständige/n Betreuer/in.
---Zwischennachweis,Was passiert bei überhöhter Mittelanforderung?,"Eine Mittelanforderung, die den tatsächlichen Mittelbedarf in dem entsprechenden Jahr übersteigt, führt zu einem positiven Kassenbestand im Zwischennachweis. In einem solchen Fall ist zu prüfen, ob …"
---Zwischennachweis,"Was passiert mit den Fördermitteln, die im aktuellen Kalenderjahr nicht abgerufen worden sind bzw. wenn ein Mehrbedarf besteht?","In der Regel besteht die Möglichkeit, nicht benötigte Mittel in die Folgejahre zu verschieben. Dafür ist eine zeitnahe Mitteilung an den Projektträger erforderlich. Ein Mehr- oder Minderbedarf an …"
---Zwischennachweis,Welche Kosten/Ausgaben können bei der Inflationsausgeichsprämie abgerechnet werden?,"Sobald eine tarifvertragliche Regelung zur Auszahlung der Inflationsausgleichsprämie (IAP) den Arbeitgeber rechtlich bindet, ist –vorbehaltlich der konkreten Ausgestaltung dieser Regelung – …"
---Zwischennachweis,Welche Projektbeteiligten dürfen Reisekosten abrechnen?,"In Vorhaben, die auf Kostenbasis abrechnen, sind nur für im Projekt beteiligte und in den Personalkosten abgerechnete Mitarbeitende projektbezogene Reisen abrechenbar. In Vorhaben auf Ausgabenbasis …"
---Zwischennachweis,Wie hoch darf eine leistungsbezogene Zulage sein?,"Nur Zulagen, die im Tarifvertrag vereinbart sind, und natürlich auch gezahlt werden, können beantragt und auch abgerechnet werden."
---Zwischennachweis,Wie kann eine später stattfindende Tariferhöhung im Projekt finanziert werden?,Bei der Antragstellung für eine Projektförderung können nur tariflich festgeschriebene Gehaltssteigerungen für die Folgejahre anerkannt werden. Wenn sich ein Mehrbedarf an Personalausgaben aufgrund …
---Zwischennachweis,Wie wird der Zeitnachweis für das Personal geführt?,Für Hochschulen und andere grundfinanzierte Einrichtungen ist der Umfang der Mitarbeit im Projekt direkt im Arbeitsvertrag auszuweisen oder durch einen entsprechenden Zusatz zu ergänzen. Auf …
---Zwischennachweis,Wie wird die Jahressonderzahlung bei Mitarbeiterwechseln ausgewiesen?,"Die Jahressonderzahlung darf nur anteilig für jeden Projektmitarbeiter, entsprechend seine Beteiligung am Projekt, abgerechnet werden. Voraussetzung ist, dass sie gezahlt wurde."
---Zwischennachweis,Wird die Energiepauschale abgerechnet?,"Die Energiepauschale darf nicht im Projekt abgerechnet werden. Dem Arbeit-Gebenden entstehen keine Aufwände dafür, da er sie sich vom Finanzamt über die Steuerklärung zurückholen kann."
---Zwischennachweis,Wo findet man das Personalberechnungstool für Antragsteller:innen auf Ausgabenbasis?,Anbei finden Sie den P ersonalberechnungstool für auf Ausgabenbasis geförderte Zuwendungsempfänger:innen.
---Mitteilungspflichten,Wie benachrichtige ich den Projektträger bei einem verzögerten Projektstart?,"Sollte es im Vorhaben zu Verzögerungen nach Projektstart kommen, sollten Sie dies dem Betreuungsteam beim Projektträger per E-Mail mitteilen. Eventuelle Verzögerungen und daraus folgende Konsequenzen …"
---Mitteilungspflichten,"Wie teile ich dem Projektträger mit, dass die für das laufende Kalenderjahr bereitgestellte Zuwendungen nicht abgerufen werden kann?","Wenn Sie einschätzen, dass die für das laufende Kalenderjahr bereitgestellte Zuwendung nicht im vollen Umfang benötigt wird, teilen Sie das bitte umgehend den für Ihr Vorhaben zuständigen Bearbeitern …"
---Änderungsanträge,Kann die Position 0817 überschritten werden?,"Bei der Position 0817 handelt es sich um eine Personalausgaben-Position. Positionsüberschreitungen sind grundsätzlich möglich. Wird eine Position um bis zu 20 % überzogen, ist kein Antrag auf …"
---Änderungsanträge,Kann die Zuwendung seitens des Zuwendungsgebers zurückgenommen werden?,"Es gibt begründete Ausnahmefälle in denen Zuwendungen widerrufen werden, beispielsweise durch die nicht zweckentsprechende Verwendung der Zuwendung. In jedem Fall erfolgt im ersten Schritt eine …"
---Änderungsanträge,Kann ein Projekt gekündigt werden?,"Die angefallenen Lohnkosten sind grundsätzlich tatsächlich zu berücksichtigen. Die Bewilligungssumme ändert sich jedoch nicht automatisch, ggf. anfallende Mehrkosten sind durch den Zuwendungsempfänger …"
---Änderungsanträge,Kann man einen Antrag auf Mittelweiterleitung an Dritte stellen?,Ein Antrag auf Mittelweiterleitung an Dritte kann grundsätzlich nur zum Zeitpunkt der Antragstellung des Förderprojektes gestellt werden. Dafür werden im Zuwendungsbescheid spezielle Prüfkriterien …
---Änderungsanträge,Kann man gesperrte Mittel mit entsprechender Begründung umwidmen lassen?,"Laut Zuwendungsbescheid sind Mittel, die gesperrt worden sind, von einer Umwidmung in andere Positionen ausgeschlossen. Sie sind für die vorgesehene Aktivität zu verwenden. Für eine Entsperrung sind …"
---Änderungsanträge,Können Mittelumwidmungen auch selbst durch den Zuwendungsempfänger in profi-Online durchgeführt werden?,Sie können über profi-Online über die Haushaltsdaten lediglich einen Antrag auf Mittelumwidmung beim Projektträger uns einreichen. Nach schriftlichem Eingang des unterzeichnetem …
---Änderungsanträge,Können Personalkosten untereinander umgewidmet werden?,"Von Personalkosten spricht man, wenn es sich um eine Zuwendung auf Kostenbasis (AZK) handelt. Die Personalkosten werden in der Kostenposition 0837 (Personalkosten) abgerechnet. Dies bedeutet, dass …"
---Änderungsanträge,Können Rechnungen unter 800 € zu einem bereits bestehenden inventarisierten Gerät gebucht werden?,"Wenn die neue Komponente (unter 800€) mit dem inventarisierten Gegenstand fest verbunden wird und somit ein Teil des inventarisierten Gegenstandes wird, kann die Rechnung in der Position 0850 mit …"
---Änderungsanträge,Wann sind Aufstockungen möglich?,"Aufstockungen der Zuwendung sind grundsätzlich nur für zusätzliche Arbeiten, die für das Projekt notwendig geworden sind, möglich. Bei Bedarf sprechen Sie bitte Ihren zuständigen fachlichen Beratenden …"
---Änderungsanträge,"Wann und wie erfahren die Zuwendungsempfänger, dass die Mittelverschiebung genehmigt wurde?",Mittelverschiebungen sind vom Zuwendungsempfänger zu beantragen. Bei einem Mehrbedarf im Kalenderjahr kann das auch über eine Zahlungsanforderung geschehen. Die Änderungen in der jährlichen …
---Änderungsanträge,"Wie geht man vor, wenn es zu Mehr- oder auch Minderkosten im Vergleich zur Vorkalkulation kommt?",Mehr- oder Minderbedarfe im Vergleich zur bewilligten Vorkalkulation/Gesamtfinanzierungsplan in den einzelnen Positionen können eigenverantwortlich bis zu einer Höhe von 20% gemanagt werden. Die …
---Änderungsanträge,Wie kann ich Personen im laufenden Projekt austauschen?,"Während der Projektlaufzeit kann es notwendig sein, dass am Projekt beteiligte Mitarbeitende ausgetauscht werden müssen. Für Fördervorhaben auf Ausgabenbasis gilt: Findet der Austausch innerhalb einer …"
---Änderungsanträge,Wie können Mittel von einer Ausgaben- bzw. Kostenposition in eine andere Ausgaben- bzw. Kostenposition umgewidmet werden?,"Um Ausgaben- bzw. Kostenpositionen dem aktuellen Bedarf anzupassen, kann es notwendig sein, dass eine Mittelumwidmung notwendig wird. Eine Mittelumwidmung ist zuwendungsneutral. Dies bedeutet, dass …"
---Änderungsanträge,Wie können Mittel von einer Position in eine andere verschoben werden - Mittelumwidmung?,"Sie können über Easy-Online in den Haushaltsdaten einen Antrag auf Mittelumwidmung stellen. Der ist soll ausreichend zu begründen werden. Wird dem Antrag zugestimmt, erhalten Sie einen …"
-Verwendungsnachweis,Bis wann kann die Jahressonderzahlung im Projekt abgerechnet werden?,Die Jahressonderzahlung kann nur entsprechend dem Verursachungsanteil im Bewilligungszeitraum des geförderten Vorhabens (x/12; sog. Zwölftel-Regelung) und sofern die Auszahlung spätestens bis zur …
-Verwendungsnachweis,Bis zu welcher Ausgabenhöhe können Gegenstände in der Position 0831 abgerechnet werden?,"Gegenstände in der Position 0831 (Gegenstände bis zu 800 € im Einzelfall) können bis zu einer Höhe von 799,99 Euro im Einzelfall beantragt und abgerechnet werden."
-Verwendungsnachweis,Darf öffentlich finanziertes Personal über das Projekt finanziert werden?,"Personalausgaben, die durch öffentliche Haushalte gedeckt sind, dürfen nicht über das Projekt beantragt/abgerechnet werden."
-Verwendungsnachweis,Dürfen Antragsteller:innen auf Ausgabenbasis nach Landesreisekostengesetz abrechnen?,Universitäten und Forschungseinrichtungen dürfen nach Landesreisekostengesetz abrechnen.
-Verwendungsnachweis,Gibt es Beleglisten in profi-online?,In profi-Online sind keine Vorlagen für Beleglisten verfügbar. Sie können die Beleglisten aus dem Forularschrank des Bundes nutzen.
-Verwendungsnachweis,Gibt es einen Vordruck für den Sachbericht des Verwendungsnachweises?,"Es gibt keinen Vordruck für Sachberichte. Je nachdem auf welcher Basis Sie Fördermitteln beantragen, verwenden Sie die jeweiligen Sachberichte für AZK und jeweils die Sachberichte für AZA ."
-Verwendungsnachweis,In welcher Kategorie des AZA Antrages sollen Geräte eingetragen werden?,Geräte mit einem Anschaffungswert bis 800 Euro werden in der Position 0850 beantragt. Geräte mit einem Anschaffungswert über 800 Euro werden in der Position 0861 beantragt.
-Verwendungsnachweis,In welcher Position darf Software abgerechnet werden?,"Wenn es sich nicht um Lizenzen handelt, sondern die Software angeschafft werden soll, ist entscheidend, ob der Betrag für die Anschaffung unter 800 € liegt. Dann ist sie in der Position 0831 zu planen …"
-Verwendungsnachweis,In welcher Position des Antrages sollen die Ausgaben für Publikationen angesetzt werden?,In der Position 0843 dürfen Sie Kosten und die Ausgaben für Publikationen ansetzen. Ausgaben für Publikationen sind im Antrag in der Position 0841 zu planen und dafür die Bezeichnung Publikationen zu …
-Verwendungsnachweis,Ist bei anteiliger Rückzahlung der bewilligten Fördersumme auch die Anteilige Projektpauschale zurückzuzahlen?,"Gilt nur für die Förderung von Hochschulen: Die Projektpauschale (PP) wird in Höhe von 20 % zu den abgerechneten Ausgaben dazugerechnet. Reduzieren sich die Ausgaben im Projekt nach Prüfung, reduziert …"
-Verwendungsnachweis,Ist der Projektträger beim Personalwechsel zu informieren?,"Grundsätzlich besteht die Möglichkeit, andere Mitarbeitende in das Projekt mit einzubeziehen. Dies kann in der Regel ohne Zustimmung des Zuwendungsgebers geschehen. Voraussetzungen hierfür sind, dass …"
-Verwendungsnachweis,Kann die Inflationsausgleichsprämie abgerechnet werden?,"Sobald eine tarifvertragliche Regelung zur Auszahlung der Inflationsausgleichsprämie (IAP) den Arbeitgeber rechtlich bindet, ist –vorbehaltlich der konkreten Ausgestaltung dieser Regelung – …"
-Verwendungsnachweis,Kann man in einem Förderprojekt auch nur einen Teil seiner Arbeitszeit angeben/anrechnen lassen?,"Für Hochschulen gilt, dass das Projekt im Arbeitsvertrag oder einem Zusatz dazu namentlich erwähnt wird und auch der Umfang der Arbeit im Projekt in Prozent angegeben werden muss, wenn der Einsatz …"
-Verwendungsnachweis,Kann man in Rahmen eines Projekttreffens im Ausland die Kosten erstattet bekommen?,"Dienen Projekttreffen im Ausland dem Erreichen des Vorhabenziels und kann dies begründet werden, weshalb diese im Ausland stattfinden müssen, sind diese förderfähig. (Zuwendungsfähig sind Kosten oder …"
-Verwendungsnachweis,Können Aufträge (Pos. 0835) sowohl auf Rechnungsbasis als auch im Rahmen eines Honorarvertrages vergeben werden?,"Honorare für Projektleiter und sonstige ständige Bedienstete, sowie hauptberufliche Mitarbeitende des Antragstellers sind nicht zuwendungsfähig. Bei Verträgen mit Honorarvergütung an Externe im Rahmen …"
-Verwendungsnachweis,Können Aufträge (Pos. 0835) sowohl auf Rechnungsbasis als auch im Rahmen eines Honorarvertrages vergeben werden?,"Wenn es sich nicht um Lizenzen handelt, sondern die Software angeschafft werden soll, ist entscheidend, ob der Betrag für die Anschaffung unter 800 € liegt. Dann ist sie in der Position 0831 zu planen …"
-Verwendungsnachweis,Können Belege digital archiviert werden?,"Wenn Sie in Ihrem Haus ausschließlich digital arbeiten und die Originalbelege im Nachhinein vernichten, dann können Belege digital archiviert werden. Wenn dies nicht der Fall ist, dann sind sie noch …"
-Verwendungsnachweis,Können in einem Projekt Mitarbeitende auch in anderen Projekten mitarbeiten und abgerechnet werden?,Eine in einem Projekt mitarbeitende Person an einer Hochschule kann auch in einem anderen Förderprojekt mitarbeiten. Das muss eindeutig und nachvollziehbar im Arbeitsvertrag ersichtlich sein. Die …
-Verwendungsnachweis,Mit welchem Stundensatz kann abgerechnet werden?,Es sind stets die Ist-Kosten anzusetzen. Im Antrag geplante Stundensätze dienen nur der Vorkalkulation und können dementsprechend bei der Abrechnung in einem gewissen Rahmen abweichen.
-Verwendungsnachweis,Muss die Belegliste mit dem Verwendungsnachweis mitgeliefert werden?,Die Belegliste ist als Anlage zum zahlenmäßigen Verwendungsnachweis mit dem Verwendungsnachweis einzureichen. Hier finden Sie den Vordruck für die Belegliste .
-Verwendungsnachweis,Muss für jede Ausgabe/Kosten eine Rechnung und ein Zahlungsbeleg vorhanden sein?,"Alle Ausgaben sind in den Beleglisten zu erfassen. Zu allen Ausgaben muss eine Rechnung existieren und ein Zahlungsbeleg verfügbar sein. Ausgaben für eine Reise (Flug, Übernachtung, Tagegeld) können …"
-Verwendungsnachweis,Muss jeder Verbundpartner alle drei Teile des Sachberichts  erstellen?,Jeder Verbundpartner hat einen voll- und eigenständigen Sachbericht mit allen Anlagen zu erstellen.
-Verwendungsnachweis,Müssen nur die Produktiv-Arbeitsstunden pro Kalendertag oder auch die Uhrzeiten erfasst werden?,Die Angabe von Uhrzeiten ist nicht notwendig. Bitte erfassen Sie nur die Anzahl der im Projekt geleisteten Stunden.
-Verwendungsnachweis,Sind mit dem Verwendungsnachweis auch Arbeitsverträge der im Projekt Mitarbeitenden einzureichen?,Für den Nachweis der arbeitsvertraglich geregelten Mitarbeit im Projekt kann bei einer vertieften Prüfung des Verwendungsnachweises auch die Vorlage von Arbeitsverträgen notwendig sein. Sie werden in …
-Verwendungsnachweis,Sind Sachbezüge in Form von Mitarbeitergutscheinen förderfähig?,Sachbezüge sind grundsätzlich nicht Bestandteil einer Tarifvereinbarung. Daher sind solche Leisungen an die Mitarbeiter nicht zuwendungsfähig.
-Verwendungsnachweis,Soll das Ersatzpersonal für nicht förderfähiges haushaltsfinanziertes Personal in der Belegliste namentlich aufgeführt werden?,"In der Belegliste soll kenntlich gemacht werden, wenn es sich bei dem abgerechneten Personal um Ersatzpersonal für nicht förderfähiges haushaltsfinanziertes Personal handelt. Der Ansatz darf die …"
-Verwendungsnachweis,Sollen die Brutto- oder Nettobeträge in die Beleglisten eingetragen werden?,Je nach Vorlage einer Vorsteuerabzugsberechtigung sind die Nettowerte (berechtigt zum Vorsteuerabzug) oder Bruttowerte (nicht berechtigt zum Vorsteuerabzug) einzutragen. Ebenfalls sind Skonti und …
-Verwendungsnachweis,Wann können erhöhte Personalkosten angesetzt werden?,"Die Position Personalkosten bzw. Personalausgaben kann eigenverantwortlich bis zu 20% der bewilligten Höhe überschritten werden, sofern in anderen Position der entsprechende Betrag eingespart wird …"
-Verwendungsnachweis,Wann sind die Jahressonderzahlungen anteilig abrechenbar?,Die Jahressonderzahlung kann nur entsprechend dem Verursachungsanteil im Bewilligungszeitraum des geförderten Vorhabens (x/12; sog. Zwölftel-Regelung) und sofern die Auszahlung spätestens bis zur …
-Verwendungsnachweis,Wann werden Brutto- oder Nettoausgaben im Projekt anerkannt?,"Ob Brutto- und Nettoausgaben beantragt bzw. abgerechnet werden können, hängt davon ab, ob der/die Zuwendungsempfänger:in vorsteuerabzugsberechtigt ist oder nicht. Wenn eine Vorsteuerabzugsberechtigung …"
-Verwendungsnachweis,Was ist ein Sachbericht?,"Ein Sachbericht ist ein Kurzbericht (ca. zwei Seiten DIN A4), welcher in allgemeinverständlicher Form das Ziel, den Inhalt, das Ergebnis und die Aussagen zum konkreten Nutzen bzw …"
-Verwendungsnachweis,Was ist ein Verwendungsnachweis?,Gemäß den Nebenbestimmungen ist die Verwendung der Zuwendung i.d.R. innerhalb von sechs Monaten nach dem Ende des Bewilligungszeitraums nachzuweisen. Dafür ist ein Verwendungsnachweis (VN) …
-Verwendungsnachweis,Was passiert bei fehlerhafter Abrechnung seitens des Ast?,Im Falle einer fehlerhaften Abrechnung (z.B. Abrechnung in einer falschen Position) kontaktieren Sie bitte umgehend Ihre/n zuständige/n Betreuer/in.
-Verwendungsnachweis,Was passiert mit bewilligten und angeschafften Gegenständen nach dem Projektende?,"Nach Ablauf des Bewilligungszeitraums kann über die Gegenstände, die mit Hilfe der Zuwendung erworben oder hergestellt werden wie folgt verfahren werden: deren Wert 800 € im Einzelfall (Pos. 0831 des …"
-Verwendungsnachweis,"Was passiert, wenn die Kosten/Ausgaben beim Mittelabruf in der falschen Kategorie abgerechnet wurden?","Im Laufe des Projektes aufgetretene Fehler in der Zuordnung können mit den Zwischennachweisen und spätestens mit dem Verwendungsnachweis noch korrigiert werden, da hier alle Kosten/Ausgaben des …"
-Verwendungsnachweis,Welche anderen Dokumente können (ggf. alternativ zum Arbeitsvertrag) die Personalkosten belegen?,"Für die Vorlage des Verwendungsnachweises sind die mit einzureichenden Beleglisten ausreichend. Im Fall einer vertieften Prüfung sind weitere, die Personalausgaben betreffende Nachweise vorzulegen …"
-Verwendungsnachweis,Welche Dokumente werden zum Projektabschluss benötigt?,"Auf der folgenden Seiten finden Sie alle Informationen und benötigten Unterlagen für den Projektabschluss. Sollten Sie Ihre Anträge auf Kostenbasis stellen, hier geht es zu Verwendungsnachweise auf …"
-Verwendungsnachweis,Welche Kosten/Ausgaben können bei der Inflationsausgeichsprämie abgerechnet werden?,"Sobald eine tarifvertragliche Regelung zur Auszahlung der Inflationsausgleichsprämie (IAP) den Arbeitgeber rechtlich bindet, ist –vorbehaltlich der konkreten Ausgestaltung dieser Regelung – …"
-Verwendungsnachweis,Welche Projektbeteiligten dürfen Reisekosten abrechnen?,"In Vorhaben, die auf Kostenbasis abrechnen, sind nur für im Projekt beteiligte und in den Personalkosten abgerechnete Mitarbeitende projektbezogene Reisen abrechenbar. In Vorhaben auf Ausgabenbasis …"
-Verwendungsnachweis,Wie ausführlich ist ein Verwendungsnachweis?,Der Antragsteller wird nach erfolgreicher Prüfung des Antrages zum Zuwendungsempfänger. Ein Vertragspartner ist beispielsweise ein Unterauftragnehmer des Antragstellers (des zukünftigen …
-Verwendungsnachweis,Wie erfolgt eine Laufzeitverlängerung?,vor ursprünglichem Laufzeitende zu beantragen und zu begründen. Bei Zustimmung des PT erfolgt Freigabe durch Änderungsbescheid. Bei Laufzeitverlängerungen länger als 3 Monate ist zusätzlich eine …
-Verwendungsnachweis,Wie geht man bei einem frühzeitigen Projektaustritt um?,Ein vorzeitiger Projektaustritt ist rechtzeitig den Verbundpartnern und dem Projektträger mitzuteilen. Das weitere Vorgehen muss dann gemeinsam besprochen werden.
-Verwendungsnachweis,Wie hoch darf eine leistungsbezogene Zulage sein?,"Nur Zulagen, die im Tarifvertrag vereinbart sind, und natürlich auch gezahlt werden, können beantragt und auch abgerechnet werden."
-Verwendungsnachweis,Wie kann ein Förderprojekt frühzeitig beendet werden?,"Sollten die Arbeiten in einem Teilvorhaben bereits erfolgreich abgeschlossen sein bevor die Laufzeit endet, kann in begründeten Ausnahmefällen ein Antrag auf Laufzeitänderung eingereicht werden. Eine …"
-Verwendungsnachweis,Wie läuft ein Projektabschluss ab?,Nach Laufzeitende eines Förderprojektes haben die Zuwendungsempfänger:innen innerhalb von sechs Monaten nach Laufzeitende einen Verwendungsnachweis über die gesamte Projektlaufzeit zu erstellen und …
-Verwendungsnachweis,Wie sind die Jahresarbeitsstunden für Teilzeitbeschäftigte zu berechnen?,"Bei Förderung auf Kostenbasis, pauschalierte Abrechnung, sind die Wochenarbeitsstunden mit 52 Wochen (im Jahr) zu multiplizieren um die theoretisch möglichen Jahresarbeitsstunden für …"
-Verwendungsnachweis,Wie wird der Zeitnachweis für das Personal geführt?,Für Hochschulen und andere grundfinanzierte Einrichtungen ist der Umfang der Mitarbeit im Projekt direkt im Arbeitsvertrag auszuweisen oder durch einen entsprechenden Zusatz zu ergänzen. Auf …
-Verwendungsnachweis,Wie wird die Jahressonderzahlung bei Mitarbeiterwechseln ausgewiesen?,"Die Jahressonderzahlung darf nur anteilig für jeden Projektmitarbeiter, entsprechend seine Beteiligung am Projekt, abgerechnet werden. Voraussetzung ist, dass sie gezahlt wurde."
-Verwendungsnachweis,Wird die Energiepauschale abgerechnet?,"Die Energiepauschale darf nicht im Projekt abgerechnet werden. Dem Arbeit-Gebenden entstehen keine Aufwände dafür, da er sie sich vom Finanzamt über die Steuerklärung zurückholen kann."
-Verwendungsnachweis,Wo finde ich das Formular für den Abschlussbericht?,Für den Sachbericht gibt es kein allgemein gültiges Formular. Man findet Gliederungsverschläge für den Sachbericht in der Anlage der NABF AZA bzw. NKBF 2017AZK oder auch im Formularschrank des Bundes.
-Verwendungsnachweis,Wo finde ich das Formular für den Abschlussbericht?,Für den Sachbericht gibt es kein allgemein gültiges Formular. Man findet Gliederungsverschläge für den Sachbericht in der Anlage der NABF AZA bzw. NKBF 2017 AZK oder auch im Formularschrank des Bundes …
-Verwendungsnachweis,Wo finde ich das Personalkosten-Berechnungstool nkbf2017?,Für die Erfassung der produktiven Stunden und die Berechnung der zuwendungsfähigen Personalkosten können Sie eines der folgenden Tools nutzen: Für Antrag auf Kostenbasis: Personalkosten …
-Verwendungsnachweis,Wo findet man das Personalberechnungstool für Antragsteller:innen auf Ausgabenbasis?,Anbei finden Sie den P ersonalberechnungstool für auf Ausgabenbasis geförderte Zuwendungsempfänger:innen.
-Verwendungsnachweis,Wo findet man die Vorlage für die Belegliste?,Die Vorlage für die Belegliste finden Sie im Formularschrank des Bundes. Wir empfehlen Hochschulen folgende Vorlage zur Belegliste zu verwenden. Hier werden Sie bei der Abrechnung der …
-Verwendungsnachweis,Wo kann ich die Unterlagen zum Verwendungsnachweis hochladen?,Der zahlenmäßige Teil des Verwendungsnachweises kann in profi-Online erstellt werden. Die Anlagen dazu und der Sachbericht können über profi-Online mit hochgeladen werden. Große Dateien können Sie uns …
-Verwendungsnachweis,"Wo kann ich einsehen, welche Mittel gesperrt sind?","Im Zuwendungsbescheid werden die Sperren und die Auflagen, die zur Entsperrung zu erfüllen sind, angegeben. Die Sperren werden dann auch in der Vorkalkulation/ im Gesamtfinanzierungsplan sind im …"
-Verwendungsnachweis,"Wofür darf die Projektpauschale, die Hochschulen erhalten, verwendet werden?",Die Projektpauschale dient zur Teilfinanzierung der durch das jeweilige Forschungsprojekt verursachten indirekten Projektausgaben. Die Verwendung wird durch die Hochschule bestimmt. Ein Nachweis ist …
--Verwendungsnachweis auf Kostenbasis (AZK),Gibt es Beleglisten in profi-online?,In profi-Online sind keine Vorlagen für Beleglisten verfügbar. Sie können die Beleglisten aus dem Forularschrank des Bundes nutzen.
--Verwendungsnachweis auf Kostenbasis (AZK),Gibt es einen Vordruck für den Sachbericht des Verwendungsnachweises?,"Es gibt keinen Vordruck für Sachberichte. Je nachdem auf welcher Basis Sie Fördermitteln beantragen, verwenden Sie die jeweiligen Sachberichte für AZK und jeweils die Sachberichte für AZA ."
--Verwendungsnachweis auf Kostenbasis (AZK),In welcher Position des Antrages sollen die Ausgaben für Publikationen angesetzt werden?,In der Position 0843 dürfen Sie Kosten und die Ausgaben für Publikationen ansetzen. Ausgaben für Publikationen sind im Antrag in der Position 0841 zu planen und dafür die Bezeichnung Publikationen zu …
--Verwendungsnachweis auf Kostenbasis (AZK),Ist der Projektträger beim Personalwechsel zu informieren?,"Grundsätzlich besteht die Möglichkeit, andere Mitarbeitende in das Projekt mit einzubeziehen. Dies kann in der Regel ohne Zustimmung des Zuwendungsgebers geschehen. Voraussetzungen hierfür sind, dass …"
--Verwendungsnachweis auf Kostenbasis (AZK),Kann die Inflationsausgleichsprämie abgerechnet werden?,"Sobald eine tarifvertragliche Regelung zur Auszahlung der Inflationsausgleichsprämie (IAP) den Arbeitgeber rechtlich bindet, ist –vorbehaltlich der konkreten Ausgestaltung dieser Regelung – …"
--Verwendungsnachweis auf Kostenbasis (AZK),Kann man in Rahmen eines Projekttreffens im Ausland die Kosten erstattet bekommen?,"Dienen Projekttreffen im Ausland dem Erreichen des Vorhabenziels und kann dies begründet werden, weshalb diese im Ausland stattfinden müssen, sind diese förderfähig. (Zuwendungsfähig sind Kosten oder …"
--Verwendungsnachweis auf Kostenbasis (AZK),Können Belege digital archiviert werden?,"Wenn Sie in Ihrem Haus ausschließlich digital arbeiten und die Originalbelege im Nachhinein vernichten, dann können Belege digital archiviert werden. Wenn dies nicht der Fall ist, dann sind sie noch …"
